assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_202399,202399,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions,DCM,False,False,False,False,True,False,True,False,False
CM_202400,202400,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_202401,202401,TTN,not provided;Colon adenocarcinoma,other/unknown,False,True,False,True,True,False,True,True,True
CM_202402,202402,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;not specified;Cardiovascular phenotype;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202404,202404,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions;Primary dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202405,202405,TTN,not provided;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions;Early-onset myopathy with fatal cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202406,202406,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202407,202407,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202409,202409,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions,DCM,False,False,False,False,True,False,False,False,False
CM_202410,202410,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202412,202412,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202413,202413,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202414,202414,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202415,202415,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Third degree atrioventricular block;Cardiovascular phenotype;Primary dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202416,202416,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions,DCM,False,False,False,False,True,False,False,False,False
CM_202418,202418,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202419,202419,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202420,202420,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;TTN-related disorder,DCM,False,True,False,True,True,False,True,True,True
CM_202421,202421,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202422,202422,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202423,202423,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202424,202424,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiomyopathy,DCM,False,False,False,False,True,False,True,False,False
CM_202425,202425,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202428,202428,TTN,not provided;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202429,202429,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions,DCM,False,False,False,False,True,False,True,False,False
CM_202437,202437,TTN,not provided;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202446,202446,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202447,202447,TTN,Primary dilated cardiomyopathy;not provided,DCM,False,False,False,False,True,False,False,False,False
CM_202448,202448,TTN,not provided;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_202449,202449,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202450,202450,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202451,202451,TTN,not provided;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202452,202452,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;TTN-related myopathy;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202453,202453,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202454,202454,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202455,202455,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202456,202456,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202457,202457,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202458,202458,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_202459,202459,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiomyopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_202460,202460,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202461,202461,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202462,202462,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202464,202464,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202465,202465,TTN,not provided;Centronuclear myopathy;Primary dilated cardiomyopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202466,202466,TTN,not provided;Dilated cardiomyopathy 1A;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202467,202467,TTN,not provided;6 conditions;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202468,202468,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202469,202469,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_202470,202470,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202471,202471,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202472,202472,TTN,not provided;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_202473,202473,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202474,202474,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202476,202476,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202477,202477,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202478,202478,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202479,202479,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Cardiovascular phenotype;TTN-related disorder;Primary familial dilated cardiomyopathy,DCM,False,True,False,True,True,False,True,True,True
CM_202480,202480,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202482,202482,TTN,not provided;Cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202484,202484,TTN,not provided;Dilated cardiomyopathy 1S;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202485,202485,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202486,202486,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202487,202487,TTN,not provided;Primary dilated cardiomyopathy,DCM,False,True,True,False,False,True,True,True,True
CM_202488,202488,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202489,202489,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202490,202490,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202491,202491,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202492,202492,TTN,not provided;Cardiovascular phenotype;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202493,202493,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Mitral valve prolapse;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202494,202494,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202495,202495,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Primary dilated cardiomyopathy;Cardiovascular phenotype;6 conditions,DCM,False,False,False,False,True,False,True,False,False
CM_202496,202496,TTN,Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;6 conditions;Primary dilated cardiomyopathy;not provided,DCM,False,True,False,True,True,False,True,True,True
CM_202497,202497,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202498,202498,TTN,not provided;Cardiovascular phenotype;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202509,202509,TTN,not provided;not specified;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202518,202518,TTN,not provided;Primary dilated cardiomyopathy;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiomyopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_202520,202520,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_202521,202521,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype;6 conditions,DCM,False,False,False,False,True,False,True,False,False
CM_202522,202522,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_202523,202523,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,True,False,False
CM_202526,202526,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202528,202528,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202538,202538,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_202539,202539,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202541,202541,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_202542,202542,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_202543,202543,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
