assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
CM_1002513,cardiomyopathy,CM_1002513,TPM1,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_410373,cardiomyopathy,CM_410373,DSG2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_410650,cardiomyopathy,CM_410650,DSC2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_411124,cardiomyopathy,CM_411124,DES,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_411653,cardiomyopathy,CM_411653,RBM20,,,DCM,,,0,dilated_conduction_overlap_baseline,75.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417386,cardiomyopathy,CM_417386,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417401,cardiomyopathy,CM_417401,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417402,cardiomyopathy,CM_417402,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417718,cardiomyopathy,CM_417718,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417931,cardiomyopathy,CM_417931,MYBPC3,,,LVNC,,,0,cardiomyopathy_model_collision_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_417932,cardiomyopathy,CM_417932,TTN,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,37.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418167,cardiomyopathy,CM_418167,DSC2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418168,cardiomyopathy,CM_418168,DSG2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418349,cardiomyopathy,CM_418349,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418352,cardiomyopathy,CM_418352,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418356,cardiomyopathy,CM_418356,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418411,cardiomyopathy,CM_418411,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418523,cardiomyopathy,CM_418523,TPM1,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418530,cardiomyopathy,CM_418530,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418686,cardiomyopathy,CM_418686,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418687,cardiomyopathy,CM_418687,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418717,cardiomyopathy,CM_418717,MYBPC3,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418720,cardiomyopathy,CM_418720,BAG3,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_418750,cardiomyopathy,CM_418750,MYBPC3,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,43.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
